uav,uav_label,columns,multi_stop_columns,max_stops,energy_margin_min_Wh,energy_margin_median_Wh,energy_margin_max_Wh,time_drcc_margin_min_s,time_drcc_margin_median_s,time_drcc_margin_max_s,time_drcc_tightening_min_s,time_drcc_tightening_median_s,time_drcc_tightening_max_s,recovery_state_counts_json,diagnostics_source,universe_context_sha256,universe_columns_sha256
M,Autel Alpha,186,1,2,0.43000134966354153,58.90668444108047,128.78345301127098,0.6689615760993121,89.70292121324144,231.3906534183262,417.2290279320159,602.8064684714243,782.0860070810294,"{""动力定位"": 186}",certified-complete-universe-retained-columns,d9eddc40765bee4312910a37e50789f746a3a67e4c97b7df093b008571e40488,c3e45031660874347df49162145bca9a86503355904ff049652f07c680f2f10e
