complete,reason,n_turbines,max_stops,n_launch_options,n_horizons,evaluated_sequences,evaluated_route_h,retained_columns,pruned_service_prefixes,reach_fallback_launches,physical_cache_entries,context_sha256,columns_sha256,builder_contract,uav,uav_label
True,complete,8,4,72,6,149760,313448,186,0,0,313448,d9eddc40765bee4312910a37e50789f746a3a67e4c97b7df093b008571e40488,c3e45031660874347df49162145bca9a86503355904ff049652f07c680f2f10e,formal-complete-physical-route-universe-v1-exhaustive-sequence-horizon,M,Autel Alpha
