solution_role,K,batteries,result_contract,tau_min,h_min,recover_min,stops,turbines,E0_Wh,kappa,c_state,uav,margin_E_Wh,margin_T_s,rel_margin_E,rel_margin_T,binding,E_flight_Wh,E_escort_Wh,E_dock_Wh,E_plan_Wh,E_soc_required_Wh,t_dock_s,uav_id,battery_group,post_service_mode,post_service_start_min,post_service_end_min,schedule_json
direct_full_lex_certification,1,7,fleet-anytime-result-v17.1-coherent-weather-formal-algorithm-parity,45.0,20.0,65.0,1,Rodsand_II_009,256.7,vp_unimodal,动力定位,M,122.5,32.0,0.323,0.0263,time,219.3,0.0,37.2,256.7,256.7,158.0,0,0,none_after_last_mission,,,"{""dock_start_s"":1042.3416663366602,""escort_start_s"":518.9386824662009,""h_s"":1200.0,""inspections"":[{""end_s"":396.52769982353504,""start_s"":85.52769982353502,""turbine_id"":""Rodsand_II_009""}],""path_m"":[[-1824.5883062128105,1315.8019397974836],[-492.48835846332884,1057.0189726833744],[-1818.7071459723957,1339.4484558437211]],""phases"":[{""end_s"":12.0,""phase"":""takeoff"",""start_s"":0.0},{""end_s"":85.52769982353502,""leg_index"":0,""phase"":""outbound_leg"",""start_s"":12.0,""turbine_id"":""Rodsand_II_009""},{""end_s"":396.52769982353504,""phase"":""inspection"",""start_s"":85.52769982353502,""turbine_id"":""Rodsand_II_009""},{""end_s"":518.9386824662009,""phase"":""return_leg"",""start_s"":396.52769982353504},{""end_s"":1042.3416663366602,""phase"":""escort"",""start_s"":518.9386824662009},{""end_s"":1200.0,""phase"":""dock"",""start_s"":1042.3416663366602}],""predicted_recovery_point_m"":[-1818.7071459723957,1339.4484558437211],""result_contract"":""route-nominal-schedule"",""return_arrival_s"":518.9386824662009,""t_dock_s"":157.6583336633397,""touchdown_s"":1200.0,""waypoints"":[{""phase"":""launch"",""t_s"":0.0,""x_m"":-1824.5883062128105,""y_m"":1315.8019397974836},{""phase"":""takeoff_complete"",""t_s"":12.0,""x_m"":-1824.5883062128105,""y_m"":1315.8019397974836},{""phase"":""arrive_turbine"",""t_s"":85.52769982353502,""turbine_id"":""Rodsand_II_009"",""x_m"":-492.48835846332884,""y_m"":1057.0189726833744},{""phase"":""inspection_complete"",""t_s"":396.52769982353504,""turbine_id"":""Rodsand_II_009"",""x_m"":-492.48835846332884,""y_m"":1057.0189726833744},{""phase"":""arrive_recovery_target"",""t_s"":518.9386824662009,""x_m"":-1818.7071459723957,""y_m"":1339.4484558437211},{""phase"":""escort_complete"",""t_s"":1042.3416663366602,""x_m"":-1818.7071459723957,""y_m"":1339.4484558437211},{""phase"":""touchdown"",""t_s"":1200.0,""x_m"":-1818.7071459723957,""y_m"":1339.4484558437211}]}"
direct_full_lex_certification,1,7,fleet-anytime-result-v17.1-coherent-weather-formal-algorithm-parity,160.0,30.0,190.0,2,Rodsand_II_005;Rodsand_II_006,378.8,vp_unimodal,动力定位,M,0.4,16.0,0.0011,0.0088,energy,338.4,0.0,39.6,378.8,378.8,169.0,0,1,none_after_last_mission,,,"{""dock_start_s"":1631.4446855246222,""escort_start_s"":740.2639336324808,""h_s"":1800.0,""inspections"":[{""end_s"":325.6365953699748,""start_s"":14.636595369974842,""turbine_id"":""Rodsand_II_005""},{""end_s"":707.1530829468998,""start_s"":396.1530829468997,""turbine_id"":""Rodsand_II_006""}],""path_m"":[[-2576.047332217171,559.6934856460999],[-2584.789529167861,584.5517293704775],[-3219.6942669719692,790.7071233696646],[-2581.5784233956665,570.8129783163432]],""phases"":[{""end_s"":12.0,""phase"":""takeoff"",""start_s"":0.0},{""end_s"":14.636595369974842,""leg_index"":0,""phase"":""outbound_leg"",""start_s"":12.0,""turbine_id"":""Rodsand_II_005""},{""end_s"":325.6365953699748,""phase"":""inspection"",""start_s"":14.636595369974842,""turbine_id"":""Rodsand_II_005""},{""end_s"":396.1530829468997,""leg_index"":1,""phase"":""outbound_leg"",""start_s"":325.6365953699748,""turbine_id"":""Rodsand_II_006""},{""end_s"":707.1530829468998,""phase"":""inspection"",""start_s"":396.1530829468997,""turbine_id"":""Rodsand_II_006""},{""end_s"":740.2639336324808,""phase"":""return_leg"",""start_s"":707.1530829468998},{""end_s"":1631.4446855246222,""phase"":""escort"",""start_s"":740.2639336324808},{""end_s"":1800.0,""phase"":""dock"",""start_s"":1631.4446855246222}],""predicted_recovery_point_m"":[-2581.5784233956665,570.8129783163432],""result_contract"":""route-nominal-schedule"",""return_arrival_s"":740.2639336324808,""t_dock_s"":168.55531447537786,""touchdown_s"":1800.0,""waypoints"":[{""phase"":""launch"",""t_s"":0.0,""x_m"":-2576.047332217171,""y_m"":559.6934856460999},{""phase"":""takeoff_complete"",""t_s"":12.0,""x_m"":-2576.047332217171,""y_m"":559.6934856460999},{""phase"":""arrive_turbine"",""t_s"":14.636595369974842,""turbine_id"":""Rodsand_II_005"",""x_m"":-2584.789529167861,""y_m"":584.5517293704775},{""phase"":""inspection_complete"",""t_s"":325.6365953699748,""turbine_id"":""Rodsand_II_005"",""x_m"":-2584.789529167861,""y_m"":584.5517293704775},{""phase"":""arrive_turbine"",""t_s"":396.1530829468997,""turbine_id"":""Rodsand_II_006"",""x_m"":-3219.6942669719692,""y_m"":790.7071233696646},{""phase"":""inspection_complete"",""t_s"":707.1530829468998,""turbine_id"":""Rodsand_II_006"",""x_m"":-3219.6942669719692,""y_m"":790.7071233696646},{""phase"":""arrive_recovery_target"",""t_s"":740.2639336324808,""x_m"":-2581.5784233956665,""y_m"":570.8129783163432},{""phase"":""escort_complete"",""t_s"":1631.4446855246222,""x_m"":-2581.5784233956665,""y_m"":570.8129783163432},{""phase"":""touchdown"",""t_s"":1800.0,""x_m"":-2581.5784233956665,""y_m"":570.8129783163432}]}"
direct_full_lex_certification,1,7,fleet-anytime-result-v17.1-coherent-weather-formal-algorithm-parity,270.0,20.0,290.0,1,Rodsand_II_010,253.4,vp_unimodal,动力定位,M,125.8,84.0,0.3317,0.0703,time,212.8,0.0,40.6,253.4,253.4,178.0,0,2,none_after_last_mission,,,"{""dock_start_s"":1022.1589768185062,""escort_start_s"":326.55710884126887,""h_s"":1200.0,""inspections"":[{""end_s"":324.1959362155211,""start_s"":13.195936215521103,""turbine_id"":""Rodsand_II_010""}],""path_m"":[[-1194.1975907540507,1185.9697757633442],[-1170.3696747182971,1179.1110021389813],[-1189.0214529617458,1187.1124819922281]],""phases"":[{""end_s"":12.0,""phase"":""takeoff"",""start_s"":0.0},{""end_s"":13.195936215521103,""leg_index"":0,""phase"":""outbound_leg"",""start_s"":12.0,""turbine_id"":""Rodsand_II_010""},{""end_s"":324.1959362155211,""phase"":""inspection"",""start_s"":13.195936215521103,""turbine_id"":""Rodsand_II_010""},{""end_s"":326.55710884126887,""phase"":""return_leg"",""start_s"":324.1959362155211},{""end_s"":1022.1589768185062,""phase"":""escort"",""start_s"":326.55710884126887},{""end_s"":1200.0,""phase"":""dock"",""start_s"":1022.1589768185062}],""predicted_recovery_point_m"":[-1189.0214529617458,1187.1124819922281],""result_contract"":""route-nominal-schedule"",""return_arrival_s"":326.55710884126887,""t_dock_s"":177.84102318149385,""touchdown_s"":1200.0,""waypoints"":[{""phase"":""launch"",""t_s"":0.0,""x_m"":-1194.1975907540507,""y_m"":1185.9697757633442},{""phase"":""takeoff_complete"",""t_s"":12.0,""x_m"":-1194.1975907540507,""y_m"":1185.9697757633442},{""phase"":""arrive_turbine"",""t_s"":13.195936215521103,""turbine_id"":""Rodsand_II_010"",""x_m"":-1170.3696747182971,""y_m"":1179.1110021389813},{""phase"":""inspection_complete"",""t_s"":324.1959362155211,""turbine_id"":""Rodsand_II_010"",""x_m"":-1170.3696747182971,""y_m"":1179.1110021389813},{""phase"":""arrive_recovery_target"",""t_s"":326.55710884126887,""x_m"":-1189.0214529617458,""y_m"":1187.1124819922281},{""phase"":""escort_complete"",""t_s"":1022.1589768185062,""x_m"":-1189.0214529617458,""y_m"":1187.1124819922281},{""phase"":""touchdown"",""t_s"":1200.0,""x_m"":-1189.0214529617458,""y_m"":1187.1124819922281}]}"
direct_full_lex_certification,1,7,fleet-anytime-result-v17.1-coherent-weather-formal-algorithm-parity,320.0,25.0,345.0,1,Rodsand_II_002,309.3,vp_unimodal,动力定位,M,69.9,9.0,0.1842,0.0057,time,267.9,0.0,40.8,309.3,309.3,177.0,0,3,none_after_last_mission,,,"{""dock_start_s"":1322.9655847327556,""escort_start_s"":624.3939779074398,""h_s"":1500.0,""inspections"":[{""end_s"":445.8363069216791,""start_s"":134.83630692167912,""turbine_id"":""Rodsand_II_002""}],""path_m"":[[28.692909799798155,1984.5589665192256],[-563.4061658468767,83.95216961642643],[-11.15615972831922,1980.5769875365718]],""phases"":[{""end_s"":12.0,""phase"":""takeoff"",""start_s"":0.0},{""end_s"":134.83630692167912,""leg_index"":0,""phase"":""outbound_leg"",""start_s"":12.0,""turbine_id"":""Rodsand_II_002""},{""end_s"":445.8363069216791,""phase"":""inspection"",""start_s"":134.83630692167912,""turbine_id"":""Rodsand_II_002""},{""end_s"":624.3939779074398,""phase"":""return_leg"",""start_s"":445.8363069216791},{""end_s"":1322.9655847327556,""phase"":""escort"",""start_s"":624.3939779074398},{""end_s"":1500.0,""phase"":""dock"",""start_s"":1322.9655847327556}],""predicted_recovery_point_m"":[-11.15615972831922,1980.5769875365718],""result_contract"":""route-nominal-schedule"",""return_arrival_s"":624.3939779074398,""t_dock_s"":177.03441526724433,""touchdown_s"":1500.0,""waypoints"":[{""phase"":""launch"",""t_s"":0.0,""x_m"":28.692909799798155,""y_m"":1984.5589665192256},{""phase"":""takeoff_complete"",""t_s"":12.0,""x_m"":28.692909799798155,""y_m"":1984.5589665192256},{""phase"":""arrive_turbine"",""t_s"":134.83630692167912,""turbine_id"":""Rodsand_II_002"",""x_m"":-563.4061658468767,""y_m"":83.95216961642643},{""phase"":""inspection_complete"",""t_s"":445.8363069216791,""turbine_id"":""Rodsand_II_002"",""x_m"":-563.4061658468767,""y_m"":83.95216961642643},{""phase"":""arrive_recovery_target"",""t_s"":624.3939779074398,""x_m"":-11.15615972831922,""y_m"":1980.5769875365718},{""phase"":""escort_complete"",""t_s"":1322.9655847327556,""x_m"":-11.15615972831922,""y_m"":1980.5769875365718},{""phase"":""touchdown"",""t_s"":1500.0,""x_m"":-11.15615972831922,""y_m"":1980.5769875365718}]}"
