uav,plateau_safe,plateau_coverage,plateau_coverage_certified,saturation_proof,coverage_threshold,sat_reached,degenerate_knee,threshold_equals_plateau,threshold_rounded_to_full_coverage,resource_threshold_point_valid,selection_status,knee_resource_minimality_certified,knee_minimality_proof,knee_global_certificate_available,knee_coverage_certificate_available,knee_K,knee_B,knee_safe,knee_coverage_incumbent,knee_per_battery,knee_energy_per_safe,knee_inventory_energy_kWh,knee_safe_per_inventory_kWh,knee_plan_holds,max_stops_requested,stops_cap_spec,max_stops_effective,stops_cap,max_stops_observed,stops_cap_hit_any,coverable,source_result_contract,source_formal_experiment_scheduler_contract,source_result_certificate_contract,source_formal_proof_contract,source_resume_input_sha256,knee_frac,knee_order,formal_selection_contract,selected,selected_by_metric
M,0,8,True,hard-coverable-cap,8,True,False,True,True,True,unsafe_no_validated_candidate,True,BK-monotone-boundary-sandwich,True,True,2,7,0,8,0.0,,3.318,0.0,False,4,4,4,4,2,False,8,fleet-anytime-result-v17.1-coherent-weather-formal-algorithm-parity,formal-e1-e2-v11-global-battery-purged-disjoint-confirmatory-martingale-launch-asof-weather-single-vessel-coherent-weather-algorithm-parity,finite-binary64-physical-route-universe-certificate-v12-source-bound-global-battery-relaxation,exact-bpc-proof-code-concordance-v9-source-bound-global-battery-relaxation,8699f9574d5627990c1401b67f38a11f6e43da0ae13044c9484d0a0665c4f005,0.95,BK,discrete-coverage-threshold-min-resource-plus-lex-v3,False,safe_per_inventory_kWh
